timestamps,TP9,AF7,AF8,TP10
1610747833.479,148.438,-26.855,117.676,-13.672
1610747833.483,121.094,-24.414,253.418,-16.113
1610747833.487,-172.852,-23.438,-214.844,-51.270
1610747833.491,-204.590,-23.438,-400.391,-61.035
1610747833.495,75.684,-28.809,38.086,-36.621
1610747833.499,150.879,-29.785,195.801,-28.809
1610747833.503,-117.188,-27.832,-215.820,-55.664
1610747833.506,-260.254,-30.762,-585.938,-59.570
1610747833.510,-10.254,-25.391,-403.320,-25.879
1610747833.514,184.082,-25.879,166.992,-18.555
1610747833.518,-20.020,-27.832,77.637,-42.480
1610747833.522,-252.441,-22.461,-395.508,-54.199
1610747833.524,-83.496,-25.391,-124.512,-41.504
1610747833.528,176.270,-26.367,308.594,-18.066
1610747833.532,64.941,-22.461,129.395,-26.367
1610747833.536,-217.773,-24.414,-297.852,-61.523
1610747833.540,-152.832,-29.785,-265.137,-60.059
1610747833.544,127.441,-34.668,153.320,-21.484
1610747833.548,118.652,-35.645,117.676,-17.578
1610747833.551,-165.039,-27.832,-369.629,-46.875
1610747833.555,-204.102,-20.508,-333.984,-46.387
1610747833.559,89.355,-21.973,131.836,-12.695
1610747833.563,178.711,-23.438,233.887,-6.348
1610747833.567,-83.496,-24.902,-175.781,-39.551
1610747833.570,-235.840,-29.785,-423.340,-57.129
1610747833.574,-5.371,-25.879,28.320,-35.645
1610747833.578,183.105,-21.484,152.344,-13.184
1610747833.582,-12.207,-27.832,-179.688,-43.457
1610747833.586,-251.465,-35.645,-333.008,-69.336
1610747833.590,-118.164,-36.133,-267.090,-48.340
1610747833.594,143.066,-31.250,-110.840,-10.742
1610747833.597,60.059,-27.344,-255.859,-15.137
1610747833.601,-211.914,-30.762,-299.805,-52.246
1610747833.605,-173.828,-33.691,-290.527,-46.387
1610747833.609,111.328,-33.203,60.059,-13.672
1610747833.613,142.090,-33.691,264.160,-13.672
1610747833.614,-136.719,-37.598,-108.398,-50.781
1610747833.618,-222.656,-37.109,-382.324,-55.664
1610747833.622,34.180,-37.109,-78.125,-27.832
1610747833.626,159.180,-33.691,255.859,-21.973
1610747833.630,-73.730,-31.250,-63.477,-48.340
1610747833.634,-259.277,-35.156,-467.285,-62.988
1610747833.638,-52.734,-28.320,-481.445,-36.133
1610747833.641,175.781,-28.809,-25.879,-9.766
1610747833.645,23.926,-34.180,194.824,-28.320
1610747833.649,-236.328,-35.645,-370.605,-59.082
1610747833.653,-120.605,-34.668,-328.125,-47.852
1610747833.657,163.086,-37.109,244.141,-24.902
1610747833.675,105.957,-41.992,196.777,-32.227
1610747833.679,-193.359,-35.156,-275.391,-61.035
1610747833.683,-203.613,-27.832,-341.797,-65.430
1610747833.687,89.844,-23.438,142.578,-36.133
1610747833.691,128.418,-25.879,218.750,-30.273
1610747833.695,-155.762,-32.715,-348.633,-57.617
1610747833.699,-253.906,-33.203,-542.969,-63.477
1610747833.702,1.953,-32.715,-95.215,-36.621
1610747833.706,163.574,-28.320,256.348,-20.020
1610747833.710,-58.594,-25.391,-239.258,-33.203
1610747833.714,-272.461,-27.344,-656.250,-51.758
1610747833.718,-82.520,-29.785,-34.668,-40.527
1610747833.719,167.969,-28.320,285.156,-17.578
1610747833.723,45.410,-27.344,65.918,-30.273
1610747833.727,-230.469,-31.738,-281.738,-62.012
1610747833.731,-148.926,-27.832,-302.246,-53.223
1610747833.735,136.230,-26.367,122.559,-18.555
1610747833.739,105.469,-35.156,122.559,-26.367
1610747833.743,-187.500,-41.992,-359.863,-55.664
1610747833.746,-217.773,-36.621,-406.250,-59.570
1610747833.750,70.312,-35.156,-5.371,-33.691
1610747833.754,146.973,-34.180,-151.367,-21.484
1610747833.758,-104.492,-28.809,-360.352,-48.828
1610747833.762,-232.910,-27.832,-310.059,-61.035
1610747833.764,3.418,-28.320,-94.238,-32.227
1610747833.768,180.176,-33.691,230.957,-14.160
1610747833.772,-17.578,-36.133,54.688,-38.086
1610747833.776,-249.023,-29.785,-304.199,-58.594
1610747833.780,-97.656,-18.555,-275.391,-41.504
1610747833.784,160.645,-15.625,81.055,-12.207
1610747833.788,60.547,-26.367,-8.301,-12.695
1610747833.791,-222.656,-27.832,-410.156,-35.645
1610747833.795,-178.223,-24.902,-482.422,-31.738
1610747833.799,110.352,-25.391,-218.750,-7.812
1610747833.803,128.906,-29.297,200.195,-30.762
1610747833.807,-154.785,-29.785,-138.672,-70.801
1610747833.809,-219.727,-27.344,-403.320,-63.477
1610747833.813,59.570,-26.855,89.844,-36.133
1610747833.817,173.340,-29.785,332.520,-26.367
1610747833.821,-74.219,-28.809,-99.609,-48.340
1610747833.825,-247.070,-28.320,-501.465,-65.918
1610747833.829,-35.645,-26.855,-209.473,-44.434
1610747833.833,169.922,-27.832,254.883,-27.344
1610747833.836,-2.441,-38.086,-44.922,-43.945
1610747833.840,-258.301,-37.598,-577.148,-62.500
1610747833.844,-118.652,-30.762,-145.508,-48.340
1610747833.848,145.508,-35.156,313.965,-18.066
1610747833.852,70.312,-38.086,85.938,-22.461
